EMPRESA;id;PUBLICACION;MES;DIA;ANIO;hora;numreactions;numcomments;numshares;numlikes;numloves;numwows;numhahas;numsads;numangrys
EMPRESAB;2,38925E+14;photo;3;20;2018;8.15;6;0;0;6;0;0;0;0;0
EMPRESAB;2,38851E+14;photo;3;20;2018;2.57;38;0;1;36;2;0;0;0;0
EMPRESAB;2,38847E+14;photo;3;20;2018;2.37;86;13;0;81;5;0;0;0;0
EMPRESAB;2,38839E+14;photo;3;20;2018;1.52;15;0;1;15;0;0;0;0;0
EMPRESAB;2,38839E+14;photo;3;20;2018;1.50;13;0;2;13;0;0;0;0;0
EMPRESAB;2,38779E+14;video;3;19;2018;23.46;295;1066;254;212;79;0;3;0;1
EMPRESAB;2,38555E+14;photo;3;19;2018;10.09;6;0;0;6;0;0;0;0;0
EMPRESAB;2,38423E+14;photo;3;19;2018;2.07;52;3;2;52;0;0;0;0;0
EMPRESAB;2,38408E+14;photo;3;19;2018;0.42;79;13;2;79;0;0;0;0;0
EMPRESAB;2,38396E+14;photo;3;18;2018;23.40;26;1;3;25;1;0;0;0;0
EMPRESAB;2,38161E+14;photo;3;18;2018;7.35;11;0;0;11;0;0;0;0;0
EMPRESAB;2,38091E+14;photo;3;18;2018;3.39;14;0;0;14;0;0;0;0;0
EMPRESAB;2,38022E+14;video;3;18;2018;2;263;892;187;205;57;1;0;0;0
EMPRESAB;2,38014E+14;photo;3;18;2018;1.06;1236;25;0;1220;7;8;1;0;0
EMPRESAB;2,38007E+14;photo;3;18;2018;0.33;11;0;0;11;0;0;0;0;0
EMPRESAB;2,37686E+14;photo;3;17;2018;3.22;41;9;0;41;0;0;0;0;0
EMPRESAB;2,37684E+14;photo;3;17;2018;3.11;101;43;3;99;1;0;0;1;0
EMPRESAB;2,37681E+14;photo;3;17;2018;3;36;10;0;36;0;0;0;0;0
EMPRESAB;2,37677E+14;photo;3;17;2018;2.43;38;8;0;37;0;1;0;0;0
EMPRESAB;2,37675E+14;photo;3;17;2018;2.38;20;10;0;19;1;0;0;0;0
EMPRESAB;2,37671E+14;photo;3;17;2018;2.19;60;31;0;60;0;0;0;0;0
EMPRESAB;2,37668E+14;photo;3;17;2018;2;26;7;0;26;0;0;0;0;0
EMPRESAB;2,37645E+14;photo;3;17;2018;0.02;45;5;1;44;0;0;1;0;0
EMPRESAB;2,3763E+14;photo;3;16;2018;22.40;83;40;0;83;0;0;0;0;0
EMPRESAB;2,37627E+14;photo;3;16;2018;22.31;6;0;0;6;0;0;0;0;0
EMPRESAB;2,37459E+14;photo;3;16;2018;8.22;7;0;0;5;2;0;0;0;0
EMPRESAB;2,37415E+14;photo;3;16;2018;5.22;7;0;0;7;0;0;0;0;0
EMPRESAB;2,37359E+14;photo;3;16;2018;2;43;12;1;43;0;0;0;0;0
EMPRESAB;2,37269E+14;video;3;15;2018;22.26;302;794;243;225;70;5;1;0;1
EMPRESAB;2,36925E+14;photo;3;15;2018;3.34;4;0;0;4;0;0;0;0;0
EMPRESAB;2,36901E+14;photo;3;15;2018;0.59;16;5;0;16;0;0;0;0;0
EMPRESAB;2,36671E+14;photo;3;14;2018;9.18;85;8;3;85;0;0;0;0;0
EMPRESAB;2,36668E+14;photo;3;14;2018;9.09;45;2;3;45;0;0;0;0;0
EMPRESAB;2,36623E+14;photo;3;14;2018;5.52;45;7;3;44;1;0;0;0;0
EMPRESAB;2,36321E+14;video;3;13;2018;8.17;23;0;1;23;0;0;0;0;0
EMPRESAB;2,36209E+14;photo;3;13;2018;2.05;29;2;1;29;0;0;0;0;0
EMPRESAB;2,35918E+14;photo;3;12;2018;8.28;14;2;0;14;0;0;0;0;0
EMPRESAB;2,35853E+14;photo;3;12;2018;5.24;61;7;0;59;2;0;0;0;0
EMPRESAB;2,3581E+14;photo;3;12;2018;1.57;94;6;2;90;3;1;0;0;0
EMPRESAB;2,35802E+14;photo;3;12;2018;1.23;316;15;2;309;4;3;0;0;0
EMPRESAB;2,35768E+14;photo;3;11;2018;23.19;176;5;1;168;1;0;7;0;0
EMPRESAB;2,35564E+14;photo;3;11;2018;7.56;14;3;0;14;0;0;0;0;0
EMPRESAB;2,35215E+14;photo;3;10;2018;9.41;94;25;2;93;1;0;0;0;0
EMPRESAB;2,35137E+14;photo;3;10;2018;4.51;98;61;2;98;0;0;0;0;0
EMPRESAB;2,35118E+14;photo;3;10;2018;3.24;14;3;2;14;0;0;0;0;0
EMPRESAB;2,35082E+14;photo;3;10;2018;1.12;16;1;1;16;0;0;0;0;0
EMPRESAB;2,3498E+14;video;3;9;2018;22.36;397;998;274;295;94;4;4;0;0
EMPRESAB;2,34804E+14;photo;3;9;2018;8.57;11;0;0;11;0;0;0;0;0
EMPRESAB;2,34726E+14;photo;3;9;2018;4.02;10;0;0;10;0;0;0;0;0
EMPRESAB;2,34504E+14;photo;3;8;2018;11.09;19;0;0;19;0;0;0;0;0
EMPRESAB;2,34371E+14;photo;3;8;2018;2.30;873;16;21;830;35;7;1;0;0
EMPRESAB;2,34351E+14;photo;3;8;2018;0.33;22;4;0;21;0;0;0;1;0
EMPRESAB;2,34082E+14;photo;3;7;2018;6.49;17;14;0;17;0;0;0;0;0
EMPRESAB;2,33773E+14;status;3;6;2018;10.05;82;14;0;78;3;0;0;1;0
EMPRESAB;2,33767E+14;photo;3;6;2018;9.46;12;5;0;12;0;0;0;0;0
EMPRESAB;2,33689E+14;photo;3;6;2018;5.29;272;31;0;252;14;5;0;1;0
EMPRESAB;2,33608E+14;video;3;6;2018;2.25;486;1328;231;345;133;2;5;0;1
EMPRESAB;2,33567E+14;photo;3;5;2018;23.40;190;60;1;186;3;1;0;0;0
EMPRESAB;2,33347E+14;photo;3;5;2018;8.07;10;6;0;10;0;0;0;0;0
EMPRESAB;2,33311E+14;photo;3;5;2018;5.40;1847;51;28;1744;67;26;10;0;0
EMPRESAB;2,33261E+14;video;3;5;2018;2.05;166;1;26;154;0;12;0;0;0
EMPRESAB;2,32903E+14;photo;3;4;2018;2.01;21;1;2;21;0;0;0;0;0
EMPRESAB;2,32793E+14;photo;3;3;2018;21.14;214;2;28;172;0;0;40;2;0
EMPRESAB;2,32604E+14;photo;3;3;2018;9.33;5;0;0;5;0;0;0;0;0
EMPRESAB;2,32566E+14;photo;3;3;2018;8.19;103;7;2;102;0;1;0;0;0
EMPRESAB;2,32522E+14;photo;3;3;2018;5.22;28;0;2;27;1;0;0;0;0
EMPRESAB;2,32396E+14;photo;3;2;2018;23.33;8;0;0;8;0;0;0;0;0
EMPRESAB;2,32181E+14;photo;3;2;2018;9.03;7;0;0;7;0;0;0;0;0
EMPRESAB;2,32139E+14;photo;3;2;2018;6.42;82;3;0;78;3;1;0;0;0
EMPRESAB;2,32069E+14;photo;3;2;2018;1.25;134;7;3;128;3;3;0;0;0
EMPRESAB;2,31747E+14;photo;3;1;2018;7.15;10;0;0;10;0;0;0;0;0
EMPRESAB;2,31711E+14;photo;3;1;2018;4.33;44;0;1;42;2;0;0;0;0
EMPRESAB;2,31704E+14;photo;3;1;2018;3.57;317;8;1;313;3;1;0;0;0
EMPRESAB;2,3166E+14;photo;3;1;2018;0.13;140;44;5;138;2;0;0;0;0
EMPRESAB;2,31418E+14;photo;2;28;2018;7.50;11;0;0;11;0;0;0;0;0
EMPRESAB;2,31337E+14;photo;2;28;2018;1.04;11;1;0;8;2;0;0;1;0
EMPRESAB;2,31334E+14;photo;2;28;2018;0.49;36;1;0;36;0;0;0;0;0
EMPRESAB;2,31123E+14;photo;2;27;2018;8.42;6;2;0;6;0;0;0;0;0
EMPRESAB;2,31105E+14;photo;2;27;2018;7.41;33;1;2;32;1;0;0;0;0
EMPRESAB;2,31101E+14;photo;2;27;2018;7.24;11;1;0;11;0;0;0;0;0
EMPRESAB;2,31082E+14;photo;2;27;2018;6.19;107;21;1;105;1;1;0;0;0
EMPRESAB;2,30959E+14;photo;2;26;2018;23.18;95;0;2;92;3;0;0;0;0
EMPRESAB;2,30947E+14;photo;2;26;2018;22.05;154;13;3;146;4;4;0;0;0
EMPRESAB;2,30782E+14;photo;2;26;2018;8.43;63;2;0;63;0;0;0;0;0
EMPRESAB;2,30781E+14;photo;2;26;2018;8.39;112;2;1;111;1;0;0;0;0
EMPRESAB;2,30685E+14;photo;2;26;2018;1.04;357;7;16;349;6;2;0;0;0
EMPRESAB;2,30659E+14;photo;2;25;2018;23;217;0;7;204;0;0;13;0;0
EMPRESAB;2,30516E+14;photo;2;25;2018;11.19;60;8;0;60;0;0;0;0;0
EMPRESAB;2,30404E+14;photo;2;25;2018;4.59;9;0;0;9;0;0;0;0;0
EMPRESAB;2,30379E+14;photo;2;25;2018;3.21;88;28;0;88;0;0;0;0;0
EMPRESAB;2,30362E+14;photo;2;25;2018;2.30;1273;13;3;1242;24;6;1;0;0
EMPRESAB;2,30351E+14;photo;2;25;2018;1.45;108;0;10;101;6;1;0;0;0
EMPRESAB;2,3002E+14;photo;2;24;2018;3.49;7;1;0;7;0;0;0;0;0
EMPRESAB;2,30017E+14;photo;2;24;2018;3.39;81;3;0;72;2;2;5;0;0
EMPRESAB;2,29997E+14;photo;2;24;2018;2.03;955;63;5;936;9;10;0;0;0
EMPRESAB;2,29973E+14;photo;2;24;2018;0.33;25;0;1;25;0;0;0;0;0
EMPRESAB;2,29905E+14;video;2;23;2018;22.23;277;1092;159;207;65;1;3;0;1
EMPRESAB;2,29653E+14;photo;2;23;2018;8.06;6;0;0;6;0;0;0;0;0
EMPRESAB;2,29564E+14;photo;2;23;2018;0.55;362;89;4;352;6;4;0;0;0
EMPRESAB;2,29356E+14;photo;2;22;2018;10.12;8;0;0;8;0;0;0;0;0
EMPRESAB;2,29356E+14;photo;2;22;2018;10.12;10;0;0;10;0;0;0;0;0
EMPRESAB;2,29324E+14;link;2;22;2018;8.25;165;0;52;161;1;2;1;0;0
EMPRESAB;2,29286E+14;photo;2;22;2018;5.42;278;5;13;257;10;10;1;0;0
EMPRESAB;2,29266E+14;photo;2;22;2018;4;94;30;1;94;0;0;0;0;0
EMPRESAB;2,2924E+14;photo;2;22;2018;1.55;110;7;0;104;3;3;0;0;0
EMPRESAB;2,29146E+14;video;2;21;2018;22.12;280;1043;149;195;65;16;3;0;1
EMPRESAB;2,28938E+14;photo;2;21;2018;5.19;235;16;2;232;3;0;0;0;0
EMPRESAB;2,28922E+14;photo;2;21;2018;4.03;17;0;0;16;1;0;0;0;0
EMPRESAB;2,28912E+14;photo;2;21;2018;3.05;92;14;1;89;3;0;0;0;0
EMPRESAB;2,28893E+14;photo;2;21;2018;1.03;12;0;1;12;0;0;0;0;0
EMPRESAB;2,28846E+14;photo;2;20;2018;23.06;149;18;2;140;4;5;0;0;0
EMPRESAB;2,28623E+14;photo;2;20;2018;8.46;9;0;0;8;1;0;0;0;0
EMPRESAB;2,28538E+14;photo;2;20;2018;2.45;384;60;4;364;13;6;1;0;0
EMPRESAB;2,28294E+14;photo;2;19;2018;9.55;18;2;0;17;1;0;0;0;0
EMPRESAB;2,28196E+14;status;2;19;2018;3.39;72;3;1;72;0;0;0;0;0
EMPRESAB;2,28169E+14;photo;2;19;2018;1.17;25;2;0;25;0;0;0;0;0
EMPRESAB;2,27871E+14;photo;2;18;2018;8.10;11;0;0;11;0;0;0;0;0
EMPRESAB;2,27841E+14;photo;2;18;2018;6.12;270;15;0;259;10;1;0;0;0
EMPRESAB;2,27722E+14;status;2;17;2018;21.55;609;18;14;604;2;3;0;0;0
EMPRESAB;2,27719E+14;photo;2;17;2018;21.39;241;4;32;216;1;0;24;0;0
EMPRESAB;2,27486E+14;photo;2;17;2018;8.20;187;10;2;185;2;0;0;0;0
EMPRESAB;2,27423E+14;photo;2;17;2018;3.15;5;0;0;5;0;0;0;0;0
EMPRESAB;2,27352E+14;video;2;17;2018;0;216;679;191;160;52;2;2;0;0
EMPRESAB;2,27148E+14;photo;2;16;2018;8.49;122;25;1;121;1;0;0;0;0
EMPRESAB;2,27143E+14;photo;2;16;2018;8.30;10;0;0;10;0;0;0;0;0
EMPRESAB;2,27062E+14;photo;2;16;2018;3.50;9;1;0;9;0;0;0;0;0
EMPRESAB;2,27044E+14;photo;2;16;2018;2.28;114;13;2;111;1;2;0;0;0
EMPRESAB;2,27029E+14;photo;2;16;2018;1.02;19;1;1;19;0;0;0;0;0
EMPRESAB;2,26953E+14;video;2;15;2018;22.55;255;926;181;142;108;0;5;0;0
EMPRESAB;2,26595E+14;photo;2;15;2018;0.40;0;0;0;0;0;0;0;0;0
EMPRESAB;2,26547E+14;video;2;14;2018;22.57;243;1121;334;191;51;0;0;1;0
EMPRESAB;2,26519E+14;photo;2;14;2018;20.33;65;0;6;65;0;0;0;0;0
EMPRESAB;2,26314E+14;photo;2;14;2018;6.47;5;0;1;5;0;0;0;0;0
EMPRESAB;2,26312E+14;photo;2;14;2018;6.38;12;0;1;12;0;0;0;0;0
EMPRESAB;2,26229E+14;photo;2;13;2018;23.33;230;32;7;222;7;1;0;0;0
EMPRESAB;2,26029E+14;photo;2;13;2018;8.33;12;1;1;11;1;0;0;0;0
EMPRESAB;2,26028E+14;photo;2;13;2018;8.32;35;1;1;35;0;0;0;0;0
EMPRESAB;2,26026E+14;photo;2;13;2018;8.25;124;20;3;122;2;0;0;0;0
EMPRESAB;2,26018E+14;photo;2;13;2018;7.56;5;1;1;5;0;0;0;0;0
EMPRESAB;2,26013E+14;photo;2;13;2018;7.38;4;0;1;4;0;0;0;0;0
EMPRESAB;2,25963E+14;photo;2;13;2018;3.59;149;19;2;148;1;0;0;0;0
EMPRESAB;2,25937E+14;photo;2;13;2018;2;24;1;1;24;0;0;0;0;0
EMPRESAB;2,25693E+14;photo;2;12;2018;11.28;201;66;5;197;1;3;0;0;0
EMPRESAB;2,25649E+14;photo;2;12;2018;9.31;14;3;1;13;1;0;0;0;0
EMPRESAB;2,25623E+14;photo;2;12;2018;8.07;51;1;1;50;0;1;0;0;0
EMPRESAB;2,25564E+14;photo;2;12;2018;3.08;14;5;1;14;0;0;0;0;0
EMPRESAB;2,2553E+14;status;2;11;2018;23.17;271;20;2;263;8;0;0;0;0
EMPRESAB;2,25233E+14;photo;2;11;2018;6.33;51;1;6;49;1;1;0;0;0
EMPRESAB;2,25213E+14;photo;2;11;2018;5.23;58;2;26;54;1;0;3;0;0
EMPRESAB;2,25185E+14;photo;2;11;2018;2.49;22;5;1;22;0;0;0;0;0
EMPRESAB;2,25179E+14;photo;2;11;2018;2.28;228;16;1;223;4;1;0;0;0
EMPRESAB;2,24883E+14;photo;2;10;2018;8.54;12;1;0;12;0;0;0;0;0
EMPRESAB;2,24871E+14;status;2;10;2018;8.19;186;7;1;169;17;0;0;0;0
EMPRESAB;2,24815E+14;photo;2;10;2018;4.20;15;2;0;15;0;0;0;0;0
EMPRESAB;2,24704E+14;photo;2;9;2018;20.51;81;13;2;79;0;0;0;2;0
EMPRESAB;2,24657E+14;photo;2;9;2018;15.39;17;3;1;17;0;0;0;0;0
EMPRESAB;2,24515E+14;photo;2;9;2018;5.18;10;1;0;9;0;0;0;1;0
EMPRESAB;2,245E+14;photo;2;9;2018;4.02;88;11;2;85;2;1;0;0;0
EMPRESAB;2,24448E+14;photo;2;8;2018;23.46;241;54;5;238;3;0;0;0;0
EMPRESAB;2,24275E+14;photo;2;8;2018;9.35;83;0;1;83;0;0;0;0;0
EMPRESAB;2,24236E+14;photo;2;8;2018;7.29;19;5;0;17;1;0;0;1;0
EMPRESAB;2,24191E+14;photo;2;8;2018;4.17;35;1;1;35;0;0;0;0;0
EMPRESAB;2,24175E+14;photo;2;8;2018;2.40;362;87;5;357;1;4;0;0;0
EMPRESAB;2,24152E+14;photo;2;7;2018;23.48;17;0;0;17;0;0;0;0;0
EMPRESAB;2,23838E+14;video;2;6;2018;22.56;300;1000;114;230;67;0;3;0;0
EMPRESAB;2,23607E+14;photo;2;6;2018;4.57;66;14;1;66;0;0;0;0;0
EMPRESAB;2,23494E+14;video;2;5;2018;23.53;636;3014;268;398;225;0;10;2;1
EMPRESAB;2,23316E+14;photo;2;5;2018;10.56;155;4;4;154;1;0;0;0;0
EMPRESAB;2,2331E+14;photo;2;5;2018;10.34;223;119;6;219;1;3;0;0;0
EMPRESAB;2,23269E+14;photo;2;5;2018;8.40;26;3;0;25;1;0;0;0;0
EMPRESAB;2,23269E+14;photo;2;5;2018;8.39;179;13;2;172;5;2;0;0;0
EMPRESAB;2,23268E+14;photo;2;5;2018;8.38;8;0;0;7;0;1;0;0;0
EMPRESAB;2,23162E+14;photo;2;5;2018;0.31;24;1;0;24;0;0;0;0;0
EMPRESAB;2,22968E+14;photo;2;4;2018;8.52;496;18;0;478;16;2;0;0;0
EMPRESAB;2,22892E+14;photo;2;4;2018;3.35;11;1;0;10;1;0;0;0;0
EMPRESAB;2,22891E+14;photo;2;4;2018;3.33;8;0;0;8;0;0;0;0;0
EMPRESAB;2,22825E+14;video;2;3;2018;23.36;177;505;73;150;24;0;3;0;0
EMPRESAB;2,22812E+14;photo;2;3;2018;22.41;519;6;0;498;18;3;0;0;0
EMPRESAB;2,22659E+14;video;2;3;2018;10.40;144;45;4;120;14;9;1;0;0
EMPRESAB;2,22519E+14;video;2;3;2018;0.35;117;330;46;98;16;0;0;3;0
EMPRESAB;2,22495E+14;video;2;2;2018;23.42;176;540;54;152;20;0;1;2;1
EMPRESAB;2,22483E+14;video;2;2;2018;23.19;179;495;144;162;14;1;0;1;1
EMPRESAB;2,2248E+14;photo;2;2;2018;22.55;217;23;5;211;4;2;0;0;0
EMPRESAB;2,2247E+14;photo;2;2;2018;22.01;97;0;4;92;2;3;0;0;0
EMPRESAB;2,22327E+14;photo;2;2;2018;9.53;6;1;0;6;0;0;0;0;0
EMPRESAB;2,22253E+14;photo;2;2;2018;5.14;32;0;1;32;0;0;0;0;0
EMPRESAB;2,22199E+14;photo;2;2;2018;1.17;18;3;0;17;1;0;0;0;0
EMPRESAB;2,22146E+14;video;2;1;2018;23.10;223;944;93;184;37;0;1;0;1
EMPRESAB;2,22125E+14;video;2;1;2018;22.39;200;649;133;174;26;0;0;0;0
EMPRESAB;2,22042E+14;photo;2;1;2018;15.02;11;2;0;11;0;0;0;0;0
EMPRESAB;2,21552E+14;photo;1;31;2018;2.49;20;0;0;20;0;0;0;0;0
EMPRESAB;2,21487E+14;video;1;31;2018;0.20;366;1566;276;275;84;1;6;0;0
EMPRESAB;2,21279E+14;photo;1;30;2018;8.08;5;1;0;5;0;0;0;0;0
EMPRESAB;2,21259E+14;photo;1;30;2018;6.51;26;4;0;24;0;0;0;2;0
EMPRESAB;2,21158E+14;photo;1;30;2018;0.02;499;35;0;482;15;2;0;0;0
EMPRESAB;2,21128E+14;photo;1;29;2018;21.45;196;3;38;185;5;5;0;1;0
EMPRESAB;2,20983E+14;status;1;29;2018;10.35;61;2;1;60;1;0;0;0;0
EMPRESAB;2,20926E+14;photo;1;29;2018;7.16;16;0;0;16;0;0;0;0;0
EMPRESAB;2,20925E+14;photo;1;29;2018;7.14;48;4;1;48;0;0;0;0;0
EMPRESAB;2,20884E+14;photo;1;29;2018;6.03;2;2;0;2;0;0;0;0;0
EMPRESAB;2,20807E+14;video;1;29;2018;3.09;352;1828;93;256;91;1;3;0;1
EMPRESAB;2,20524E+14;photo;1;28;2018;4.04;13;0;0;13;0;0;0;0;0
EMPRESAB;2,20522E+14;photo;1;28;2018;3.53;6;0;0;6;0;0;0;0;0
EMPRESAB;2,20206E+14;photo;1;27;2018;5.21;22;0;0;22;0;0;0;0;0
EMPRESAB;2,20169E+14;photo;1;27;2018;3.18;9;1;0;9;0;0;0;0;0
EMPRESAB;2,19867E+14;photo;1;26;2018;5.23;3;2;0;3;0;0;0;0;0
EMPRESAB;2,19552E+14;photo;1;25;2018;6.58;10;3;0;10;0;0;0;0;0
EMPRESAB;2,19421E+14;video;1;24;2018;23.15;370;1491;231;306;61;2;1;0;0
EMPRESAB;2,19076E+14;photo;1;24;2018;2.31;7;0;0;7;0;0;0;0;0
EMPRESAB;2,1906E+14;photo;1;24;2018;1.22;23;5;0;22;0;1;0;0;0
EMPRESAB;2,18993E+14;video;1;23;2018;22.40;315;1086;157;252;58;3;2;0;0
EMPRESAB;2,18753E+14;photo;1;23;2018;4.54;10;1;0;10;0;0;0;0;0
EMPRESAB;2,18408E+14;photo;1;22;2018;3.20;2;1;0;2;0;0;0;0;0
EMPRESAB;2,18373E+14;photo;1;22;2018;0.15;8;0;0;8;0;0;0;0;0
EMPRESAB;2,18344E+14;video;1;21;2018;22.52;82;1;1;79;3;0;0;0;0
EMPRESAB;2,18342E+14;video;1;21;2018;22.50;137;508;89;92;44;0;1;0;0
EMPRESAB;2,1818E+14;photo;1;21;2018;12.46;2;1;0;2;0;0;0;0;0
EMPRESAB;2,18057E+14;photo;1;21;2018;4.42;32;0;0;32;0;0;0;0;0
EMPRESAB;2,17996E+14;video;1;21;2018;2.22;307;2099;208;258;43;2;2;1;1
EMPRESAB;2,17979E+14;photo;1;21;2018;0.53;99;4;4;98;1;0;0;0;0
EMPRESAB;2,17974E+14;photo;1;21;2018;0.24;85;8;0;84;1;0;0;0;0
EMPRESAB;2,1758E+14;photo;1;20;2018;5.21;9;3;0;9;0;0;0;0;0
EMPRESAB;2,17499E+14;video;1;20;2018;0.26;304;677;108;247;53;1;2;0;1
EMPRESAB;2,17483E+14;photo;1;19;2018;23.03;15;0;1;15;0;0;0;0;0
EMPRESAB;2,1718E+14;photo;1;19;2018;1.06;15;4;0;15;0;0;0;0;0
EMPRESAB;2,17135E+14;video;1;18;2018;22.59;135;1;1;134;1;0;0;0;0
EMPRESAB;2,17134E+14;video;1;18;2018;22.58;170;657;56;129;41;0;0;0;0
EMPRESAB;2,16909E+14;photo;1;18;2018;7.06;3;0;0;3;0;0;0;0;0
EMPRESAB;2,16618E+14;photo;1;17;2018;8.03;13;0;0;13;0;0;0;0;0
EMPRESAB;2,16527E+14;photo;1;17;2018;0.56;15;1;0;14;1;0;0;0;0
EMPRESAB;2,16483E+14;video;1;16;2018;22.38;230;517;86;193;36;1;0;0;0
EMPRESAB;2,16253E+14;photo;1;16;2018;3.08;9;0;0;9;0;0;0;0;0
EMPRESAB;2,16203E+14;video;1;16;2018;1.07;317;1354;169;254;55;3;3;1;1
EMPRESAB;2,16168E+14;photo;1;15;2018;21.32;233;60;6;225;8;0;0;0;0
EMPRESAB;2,16012E+14;photo;1;15;2018;8.23;10;1;0;10;0;0;0;0;0
EMPRESAB;2,15952E+14;photo;1;15;2018;3.53;9;0;0;9;0;0;0;0;0
EMPRESAB;2,15602E+14;photo;1;14;2018;3.50;316;15;5;313;0;3;0;0;0
EMPRESAB;2,15595E+14;photo;1;14;2018;3.12;8;1;0;8;0;0;0;0;0
EMPRESAB;2,15547E+14;video;1;14;2018;1.27;418;1489;281;337;80;0;0;0;1
EMPRESAB;2,15244E+14;photo;1;13;2018;1.48;9;6;0;9;0;0;0;0;0
EMPRESAB;2,15201E+14;video;1;13;2018;0.11;384;2297;607;326;51;4;2;0;1
EMPRESAB;2,15177E+14;photo;1;12;2018;22.25;10;0;0;10;0;0;0;0;0
EMPRESAB;2,1503E+14;photo;1;12;2018;9.34;70;6;1;65;2;1;2;0;0
EMPRESAB;2,14964E+14;video;1;12;2018;4.50;60;0;0;60;0;0;0;0;0
EMPRESAB;2,14891E+14;video;1;11;2018;22.54;252;504;89;215;35;2;0;0;0
EMPRESAB;2,14722E+14;photo;1;11;2018;9;9;1;0;9;0;0;0;0;0
EMPRESAB;2,14658E+14;photo;1;11;2018;4.37;10;0;0;10;0;0;0;0;0
EMPRESAB;2,1462E+14;video;1;11;2018;3.14;278;583;72;223;53;2;0;0;0
EMPRESAB;2,14573E+14;photo;1;10;2018;22.14;15;4;2;15;0;0;0;0;0
EMPRESAB;2,14363E+14;photo;1;10;2018;7.21;53;0;2;53;0;0;0;0;0
EMPRESAB;2,14317E+14;photo;1;10;2018;4.17;37;0;6;37;0;0;0;0;0
EMPRESAB;2,14298E+14;photo;1;10;2018;2.49;99;5;2;95;2;2;0;0;0
EMPRESAB;2,14289E+14;photo;1;10;2018;2.12;10;1;1;10;0;0;0;0;0
EMPRESAB;2,14267E+14;video;1;10;2018;1.03;267;516;73;211;52;3;0;1;0
EMPRESAB;2,14041E+14;photo;1;9;2018;7.13;9;7;1;7;1;0;0;1;0
EMPRESAB;2,13967E+14;photo;1;9;2018;0.39;17;0;1;17;0;0;0;0;0
EMPRESAB;2,13928E+14;video;1;8;2018;22.59;384;1158;120;276;103;3;0;2;0
EMPRESAB;2,13698E+14;photo;1;8;2018;3.09;11;1;0;11;0;0;0;0;0
EMPRESAB;2,13625E+14;video;1;8;2018;1.10;624;12003;856;516;94;4;8;2;0
EMPRESAB;2,13597E+14;photo;1;7;2018;22.03;154;3;15;150;3;1;0;0;0
EMPRESAB;2,13441E+14;photo;1;7;2018;7.58;21;2;0;21;0;0;0;0;0
EMPRESAB;2,13135E+14;photo;1;6;2018;7.46;10;3;0;10;0;0;0;0;0
EMPRESAB;2,12978E+14;video;1;5;2018;23.15;616;7130;734;528;81;3;2;2;0
EMPRESAB;2,12973E+14;photo;1;5;2018;22.49;414;35;11;406;2;6;0;0;0
EMPRESAB;2,12724E+14;photo;1;5;2018;4.23;10;9;1;10;0;0;0;0;0
EMPRESAB;2,12704E+14;video;1;5;2018;3.26;298;614;118;251;43;2;2;0;0
EMPRESAB;2,12673E+14;photo;1;5;2018;0.22;111;7;30;109;1;1;0;0;0
EMPRESAB;2,12397E+14;photo;1;4;2018;4.04;19;6;0;17;0;0;0;2;0
EMPRESAB;2,12338E+14;video;1;3;2018;23.21;311;869;71;258;51;0;0;0;2
EMPRESAB;2,12327E+14;photo;1;3;2018;22.02;92;2;5;90;1;1;0;0;0
EMPRESAB;2,12078E+14;photo;1;3;2018;4.15;12;2;1;12;0;0;0;0;0
EMPRESAB;2,12046E+14;photo;1;3;2018;1.14;18;3;0;18;0;0;0;0;0
EMPRESAB;2,12008E+14;video;1;2;2018;22.52;317;1215;74;269;41;4;2;1;0
EMPRESAB;2,11749E+14;photo;1;2;2018;5.37;5;0;0;5;0;0;0;0;0
EMPRESAB;2,11666E+14;photo;1;2;2018;0.15;7;0;0;7;0;0;0;0;0
EMPRESAB;2,11659E+14;photo;1;1;2018;23.41;89;5;46;89;0;0;0;0;0
EMPRESAB;2,11296E+14;video;1;1;2018;1.39;296;869;58;252;39;2;2;1;0
EMPRESAB;2,1124E+14;photo;12;31;2017;22.15;45;2;0;45;0;0;0;0;0
EMPRESAB;2,10934E+14;photo;12;31;2017;5.45;15;0;1;15;0;0;0;0;0
EMPRESAB;2,10591E+14;photo;12;30;2017;4.12;57;0;59;57;0;0;0;0;0
EMPRESAB;2,10581E+14;photo;12;30;2017;3.21;74;5;1;67;3;4;0;0;0
EMPRESAB;2,10291E+14;photo;12;29;2017;4.32;15;0;0;15;0;0;0;0;0
EMPRESAB;2,10223E+14;photo;12;28;2017;22.53;63;1;36;62;1;0;0;0;0
EMPRESAB;2,09955E+14;photo;12;28;2017;5.57;23;0;0;23;0;0;0;0;0
EMPRESAB;2,09864E+14;photo;12;27;2017;21.25;60;2;59;60;0;0;0;0;0
EMPRESAB;2,09727E+14;photo;12;27;2017;8.59;11;0;1;11;0;0;0;0;0
EMPRESAB;2,09687E+14;photo;12;27;2017;6.37;105;2;2;102;0;3;0;0;0
EMPRESAB;2,09685E+14;photo;12;27;2017;6.29;35;1;2;35;0;0;0;0;0
EMPRESAB;2,09684E+14;photo;12;27;2017;6.25;25;0;1;25;0;0;0;0;0
EMPRESAB;2,09684E+14;photo;12;27;2017;6.24;18;0;1;18;0;0;0;0;0
EMPRESAB;2,09682E+14;photo;12;27;2017;6.21;18;2;1;18;0;0;0;0;0
